Id,Name,Level,Class,SubClass,VendorBuy,VendorSell,MarketValue,MinBuyout,Quantity,NumAuctions,HistoricalPrice,RegionMarketAvg,RegionMinBuyoutAvg,RegionQuantity,RegionHistoricalPrice,RegionSaleAvg,RegionAvgDailySold,RegionSaleRate
90479,Windwool Hood,415,Armor,Cloth,0,80440,5856223,5750000,2,2,6064366,46914566,45079423,1,30706463,3300264,0.02,0.02
90573,Wang's Unshakable Smile,476,Armor,Cloth,0,184912,153165456,214383436,1,1,59677316,63154778,69367165,1,67595369,23157900,0.02,0.02
90574,Etoshia's Elegant Gloves,476,Armor,Cloth,0,123789,15269568,19999999,4,4,30550859,71329786,70030265,1,69058578,19562279,0.02,0.02
90578,Zom's Rain-Stained Cloak,476,Armor,Cloth,0,181683,41893046,0,0,0,51988907,77862634,78352007,1,68775462,12200146,0.01,0.01
90580,Cristof's Crushing Cloak,476,Armor,Cloth,0,180377,97286282,89999996,1,1,81152892,64700832,78678218,1,67473880,31528029,0.03,0.03
90586,Dory's Pageantry,476,Armor,Cloth,0,171820,222686914,0,0,0,31965179,126242211,119796296,1,101337051,33287237,0.02,0.02
90587,Natli's Fireheart Robe,476,Armor,Cloth,0,228658,179453188,109990000,2,2,149688828,85705307,79808464,1,58369805,13023380,0.02,0.02
90588,Rittsyn's Ruinblasters,476,Armor,Cloth,0,114544,43050289,43475417,1,1,53998253,83913528,92481164,1,71480436,12815129,0.02,0.02
90589,Dirl's Drafty Drape,476,Armor,Cloth,0,169879,107158496,87740250,3,3,108617553,122052353,147833815,1,103643522,34158716,0.03,0.03
90721,Cournith Waterstrider's Silken Finery,440,Armor,Cloth,0,217220,45539745,29999991,3,3,135535767,30003821,33254103,1,27001226,13920204,0.1,0.1
90725,Gaarn's Leggings of Infestation,440,Armor,Cloth,0,213996,42607881,18880000,2,2,29981241,24114404,23042578,1,23355481,13778491,0.08,0.08
90744,Scruffy Cloth Hat,229,Armor,Cloth,0,28858,12401122,12667733,1,1,10839132,40314447,25643846,1,10740008,3660670,0.11,0.11
90757,Scruffy Cloth Belt,229,Armor,Cloth,0,19891,1694933584,254690000,1,1,259241428,1676885,254690000,1,1631748,0,0,0
90758,Scruffy Cloth Boots,229,Armor,Cloth,0,29506,433031488,420300000,1,1,9638753,59591669,165692247,1,19213797,0,0,0
90759,Scruffy Cloth Bracers,229,Armor,Cloth,0,19748,100415314,114990000,2,2,92000000,32697032,58015000,1,1255679,10000,0,0
90760,Scruffy Cloth Gloves,229,Armor,Cloth,0,19676,0,0,0,0,2447142,4715818,7641068,1,4007735,0,0,0
90761,Scruffy Cloth Pants,229,Armor,Cloth,0,38984,10698304,10840000,4,4,11304889,13796748,15351589,1,14533421,17031229,0.17,0.17
90767,Scruffy Cloth Shoulderpads,229,Armor,Cloth,0,28539,388748204,352890000,1,1,99148333,11060678,352890000,1,6619184,0,0,0
90768,Scruffy Cloth Vest,229,Armor,Cloth,0,37981,31461550,32206645,4,4,26369965,5978781,7386766,1,5305029,1726478,0.2,0.2
90774,Vermin-Gnawed Hat,180,Armor,Cloth,0,23840,0,0,0,0,60000000,22860773,0,0,10612980,10000,0,0
90783,Vermin-Gnawed Cloth Gloves,180,Armor,Cloth,0,15497,0,0,0,0,0,100000,0,0,181776,0,0,0
90784,Vermin-Gnawed Cloth Pants,180,Armor,Cloth,0,30707,0,0,0,0,0,100781,0,0,285615,0,0,0
90785,Vermin-Gnawed Cloth Shoulderpads,180,Armor,Cloth,0,22900,0,0,0,0,0,3017068,1386212,1,3087379,0,0,0
90786,Vermin-Gnawed Cloth Vest,180,Armor,Cloth,0,30477,0,0,0,0,0,0,0,0,180301,0,0,0
90792,Vermin-Gnawed Cloth Boots,180,Armor,Cloth,0,24014,0,0,0,0,0,0,0,0,4233623,0,0,0
92726,Bipsi's Gloves,378,Armor,Cloth,0,69403,13275617,13009876,8,8,9925690,30518314,29033652,2,29848914,12892448,0.02,0.01
93420,Crafted Dreadful Gladiator's Cape of Cruelty,458,Armor,Cloth,0,121653,4900294,4874882,7,7,4852648,15966330,16160271,2,14410986,3331238,0.01,0.01
93421,Crafted Dreadful Gladiator's Cape of Prowess,458,Armor,Cloth,0,122113,14967750,14967671,12,12,14968278,16484955,17758930,2,14708000,2712361,0.01,0.01
93428,Crafted Dreadful Gladiator's Cord of Cruelty,458,Armor,Cloth,0,88406,3802092,3802052,8,8,10595273,16264773,16224313,2,16934421,4608911,0.02,0.02
93429,Crafted Dreadful Gladiator's Cord of Accuracy,458,Armor,Cloth,0,88088,12609634,9989949,12,12,17806386,27038272,23125284,2,21513312,6516881,0.03,0.03
93430,Crafted Dreadful Gladiator's Cord of Meditation,458,Armor,Cloth,0,88723,4894482,4799829,6,6,3946950,17789959,16566772,1,18623087,4654350,0.02,0.02
93431,Crafted Dreadful Gladiator's Treads of Cruelty,458,Armor,Cloth,0,133009,10008542,10008497,9,9,10008747,17765528,17792088,1,18676441,7108880,0.02,0.02
93432,Crafted Dreadful Gladiator's Treads of Alacrity,458,Armor,Cloth,0,132536,14999592,14999547,8,8,13029275,22004352,21094470,1,26560901,4865202,0.02,0.02
93433,Crafted Dreadful Gladiator's Treads of Meditation,458,Armor,Cloth,0,133482,7020149,2449977,11,11,18660485,19477669,15684365,1,22395217,4281119,0.01,0.01
93434,Crafted Dreadful Gladiator's Cuffs of Accuracy,458,Armor,Cloth,0,89032,9967883,9967829,8,8,8278654,21328919,16982062,2,17338376,4538410,0.02,0.02
93435,Crafted Dreadful Gladiator's Cuffs of Prowess,458,Armor,Cloth,0,89667,19009676,19009623,8,8,19010061,13951848,14368677,1,13425649,5942839,0.02,0.02
93436,Crafted Dreadful Gladiator's Cuffs of Meditation,458,Armor,Cloth,0,89349,2794721,2497463,7,7,3209344,18938228,19599023,1,19352694,3837049,0.02,0.02
93437,Crafted Dreadful Gladiator's Drape of Cruelty,458,Armor,Cloth,0,123506,8535162,8499950,9,9,5935433,17614777,18282560,2,13285437,4219169,0.02,0.02
93438,Crafted Dreadful Gladiator's Drape of Prowess,458,Armor,Cloth,0,124451,12999543,12999492,9,9,12999765,17751735,17570415,2,16350762,4558221,0.01,0.01
93439,Crafted Dreadful Gladiator's Drape of Meditation,458,Armor,Cloth,0,123978,8649412,8649364,9,9,8649969,14340661,14874161,2,13414891,3209682,0.01,0.01
93499,Crafted Dreadful Gladiator's Silk Handguards,458,Armor,Cloth,0,88088,1786475,2599997,5,5,3702253,15992018,15494332,2,15701471,6216828,0.02,0.02
93500,Crafted Dreadful Gladiator's Silk Cowl,458,Armor,Cloth,0,130659,1493538,1429985,6,6,3124122,14544544,15195229,1,14467912,4755984,0.02,0.02
93501,Crafted Dreadful Gladiator's Silk Trousers,458,Armor,Cloth,0,176438,4602229,4602191,8,8,4602488,12521982,14001568,2,11954194,4258274,0.01,0.01
93502,Crafted Dreadful Gladiator's Silk Robe,458,Armor,Cloth,0,175807,2566621,2574951,12,12,5768853,15288951,16038864,2,17220709,8416641,0.02,0.02
93503,Crafted Dreadful Gladiator's Silk Amice,458,Armor,Cloth,0,126814,2341424,739885,10,10,8537152,16905705,16571879,2,17644054,8540452,0.04,0.04
93550,Crafted Dreadful Gladiator's Mooncloth Gloves,458,Armor,Cloth,0,83000,1012431,499997,9,9,4319179,14388020,14415371,1,13877265,4134071,0.02,0.02
93551,Crafted Dreadful Gladiator's Mooncloth Helm,458,Armor,Cloth,0,124029,7526136,2649989,16,16,30845975,14674891,15355888,2,14277483,5679764,0.02,0.02
93552,Crafted Dreadful Gladiator's Mooncloth Leggings,458,Armor,Cloth,0,166319,13083475,13083407,12,12,13083973,15056290,15004920,2,13968092,4937182,0.01,0.01
93553,Crafted Dreadful Gladiator's Mooncloth Robe,458,Armor,Cloth,0,167565,1264755,986990,6,6,5495603,12829177,12010262,2,12834285,4267979,0.01,0.01
93554,Crafted Dreadful Gladiator's Mooncloth Mantle,458,Armor,Cloth,0,124962,4511464,4499828,7,7,4866601,14068039,14452818,2,13268518,4532516,0.02,0.02
93555,Crafted Dreadful Gladiator's Satin Gloves,458,Armor,Cloth,0,89993,8944362,7999955,10,10,11467513,13817999,15507075,2,14640463,4042002,0.01,0.01
93556,Crafted Dreadful Gladiator's Satin Hood,458,Armor,Cloth,0,121653,3799773,3799723,11,11,5169877,14278572,14645010,2,14217518,5870487,0.02,0.02
93557,Crafted Dreadful Gladiator's Satin Leggings,458,Armor,Cloth,0,163129,13609122,13609050,12,12,13612015,14250106,14721482,2,13598607,2906153,0.01,0.01
93558,Crafted Dreadful Gladiator's Satin Robe,458,Armor,Cloth,0,164391,10096171,10096115,9,9,10096549,13543944,13506280,2,12869962,2517296,0.01,0.01
93559,Crafted Dreadful Gladiator's Satin Mantle,458,Armor,Cloth,0,122586,8878827,7909955,12,12,11598494,12685510,13093106,2,12922792,5242359,0.01,0.01
93607,Crafted Dreadful Gladiator's Cloak of Alacrity,458,Armor,Cloth,0,126814,11370246,11370182,9,9,11370609,13085265,14561137,2,13540714,4378370,0.01,0.01
93608,Crafted Dreadful Gladiator's Cloak of Prowess,458,Armor,Cloth,0,127274,5151212,5129792,9,9,4143842,14401466,12953438,1,12285126,3424876,0.01,0.01
93615,Crafted Dreadful Gladiator's Felweave Handguards,458,Armor,Cloth,0,89341,675020,1006955,4,4,6698870,17061064,15598168,2,14896825,6681578,0.02,0.02
93616,Crafted Dreadful Gladiator's Felweave Cowl,458,Armor,Cloth,0,132524,5412607,4419968,9,9,9519243,17891732,19026486,2,15617851,5912887,0.02,0.02
93617,Crafted Dreadful Gladiator's Felweave Trousers,458,Armor,Cloth,0,178912,9007540,6989964,10,10,13017878,14493216,13526202,2,13744286,6590440,0.01,0.01
93618,Crafted Dreadful Gladiator's Felweave Raiment,458,Armor,Cloth,0,178281,9898025,9229996,12,12,12315778,13856915,14102034,2,13248106,5757002,0.02,0.02
93619,Crafted Dreadful Gladiator's Felweave Amice,458,Armor,Cloth,0,132051,7766470,5499992,7,7,14080968,15189070,14626800,2,15337220,6651026,0.04,0.04
94029,Faded Spirit-Wrencher Shoulders,429,Armor,Cloth,0,132261,1966607,1867101,9,9,2532728,12150286,11186981,2,12465400,3055990,0.04,0.02
94058,Exiled Dabbler's Robe,429,Armor,Cloth,0,187297,1058536,1067791,4,4,990151,12786904,12040591,2,12207865,3324873,0.04,0.02
94059,Exiled Dabbler's Cinch,429,Armor,Cloth,0,85523,970551,883135,7,7,1904296,11051798,8916392,2,12405484,2457043,0.04,0.02
94060,Exiled Dabbler's Mantle,429,Armor,Cloth,0,127808,2192890,2299900,5,5,1244737,6524805,4693257,2,6935152,1828826,0.02,0.01
94061,Exiled Dabbler's Leggings,429,Armor,Cloth,0,171379,2023435,1849994,3,3,2034857,7005208,6883259,2,6969284,1588589,0.02,0.01
94062,Exiled Dabbler's Gloves,429,Armor,Cloth,0,86511,1883158,1284999,7,7,2550200,17723565,16674621,2,15871050,6114041,0.06,0.03
94063,Exiled Dabbler's Bracer,429,Armor,Cloth,0,86844,2970363,2937296,5,5,1922551,11131447,8704920,2,10751562,2534491,0.04,0.02
94064,Forlorn Loa-Binder Robe,429,Armor,Cloth,0,173362,1946488,590000,7,7,3488129,14251038,12252105,3,15205860,5917409,0.06,0.03
94065,Faded Spirit-Wrencher Robe,429,Armor,Cloth,0,174006,1095568,1127498,7,7,1623892,18554841,17186302,2,16738352,6362843,0.08,0.04
94066,Forlorn Loa-Binder Cage,429,Armor,Cloth,0,130750,680815,667771,7,7,1466679,10710195,10242965,2,9450661,2299380,0.04,0.02
94067,Forlorn Loa-Binder Shoulders,429,Armor,Cloth,0,131245,988057,958076,4,4,948922,9429952,8993371,2,9684457,3251395,0.04,0.02
94262,Faded Spirit-Wrencher Cage,429,Armor,Cloth,0,135698,1717062,1722802,4,4,1966589,10523770,8054487,2,10172907,3124010,0.06,0.03
94277,Falling Blossom Treads,522,Armor,Cloth,0,258156,105640624,73479994,6,6,67574800,92759641,92241291,1,84689187,60590659,0.02,0.02
94278,Falling Blossom Cowl,522,Armor,Cloth,0,259115,159298344,111136743,2,2,117205659,106043377,101903263,1,103260700,66304934,0.03,0.03
94279,Falling Blossom Sandals,522,Armor,Cloth,0,260074,60943607,73479991,8,8,51743564,94988993,88722202,1,88207552,56936955,0.02,0.02
94280,Falling Blossom Hood,522,Armor,Cloth,0,261007,91922335,108189927,7,7,84586782,109005360,105575240,1,113291719,62695787,0.02,0.02
98599,White Cloud Leggings,553,Armor,Cloth,0,358346,110052237,84989999,4,4,84543288,149019199,150209520,1,116724478,84325515,0.02,0.02
98603,Leggings of the Night Sky,553,Armor,Cloth,0,363731,146353109,127629997,5,5,144994791,169358267,163988315,1,134395490,86732026,0.02,0.02
98608,White Cloud Belt,553,Armor,Cloth,0,191175,298997654,395297656,1,1,137128666,126368669,105233498,1,117240441,72099564,0.02,0.02
98612,Belt of the Night Sky,553,Armor,Cloth,0,175444,142471680,129369995,5,5,119555499,123222339,125678890,1,107428618,69844551,0.03,0.03
98756,Crafted Malevolent Gladiator's Cape of Cruelty,476,Armor,Cloth,0,169146,28392779,28636700,9,9,14376640,23124894,20719632,1,20614872,3330178,0.01,0.01
98757,Crafted Malevolent Gladiator's Cape of Prowess,476,Armor,Cloth,0,169785,18602594,18487267,7,7,10524118,16888668,18244497,2,17418014,4653598,0.02,0.02
98763,Crafted Malevolent Gladiator's Cord of Cruelty,476,Armor,Cloth,0,122918,14951300,14749997,10,10,19782599,24205400,22855897,1,19927889,6877926,0.02,0.02
98764,Crafted Malevolent Gladiator's Cord of Accuracy,476,Armor,Cloth,0,122477,31667136,31499909,10,10,25552839,26011102,23519840,2,20310465,10145881,0.03,0.03
98765,Crafted Malevolent Gladiator's Cord of Meditation,476,Armor,Cloth,0,123360,26424910,26424883,7,7,22035754,20353627,20148485,2,19440119,6316086,0.02,0.02
98766,Crafted Malevolent Gladiator's Treads of Cruelty,476,Armor,Cloth,0,184934,5387657,8767166,5,5,9926181,16890645,17810376,1,17635507,6982306,0.02,0.02
98767,Crafted Malevolent Gladiator's Treads of Alacrity,476,Armor,Cloth,0,184277,27964667,27964633,10,10,27964850,30104606,28559609,2,25435266,10086260,0.03,0.03
98768,Crafted Malevolent Gladiator's Treads of Meditation,476,Armor,Cloth,0,185591,35182032,35181974,9,9,35182344,20145159,19641467,1,25689859,6474921,0.02,0.02
98769,Crafted Malevolent Gladiator's Cuffs of Accuracy,476,Armor,Cloth,0,123789,814247,798975,5,5,8045076,21860290,24167708,1,25630080,7047223,0.02,0.02
98770,Crafted Malevolent Gladiator's Cuffs of Prowess,476,Armor,Cloth,0,124672,38804660,39138028,9,9,19648635,21081316,21608700,1,26638818,5557724,0.02,0.02
98771,Crafted Malevolent Gladiator's Cuffs of Meditation,476,Armor,Cloth,0,124230,13701471,13669988,9,9,13721537,19719831,19662794,2,20896784,4806709,0.02,0.02
98772,Crafted Malevolent Gladiator's Drape of Cruelty,476,Armor,Cloth,0,127951,27212545,26749997,11,11,42477489,19584361,19616958,1,21499224,4328670,0.01,0.01
98773,Crafted Malevolent Gladiator's Drape of Prowess,476,Armor,Cloth,0,173035,41284173,40457804,12,12,45541665,16397930,17356787,1,20792646,5585966,0.01,0.01
98774,Crafted Malevolent Gladiator's Drape of Meditation,476,Armor,Cloth,0,172378,43324453,42666900,11,11,47862542,17186089,17709550,2,21445379,4480576,0.01,0.01
98825,Crafted Malevolent Gladiator's Silk Handguards,476,Armor,Cloth,0,122477,1379713,1378815,7,7,2966385,26200102,24168913,1,17493027,7473755,0.02,0.02
98826,Crafted Malevolent Gladiator's Silk Cowl,476,Armor,Cloth,0,181666,25722319,25353871,17,17,20683233,14151313,14197678,2,13951011,5095816,0.02,0.02
98827,Crafted Malevolent Gladiator's Silk Trousers,476,Armor,Cloth,0,245318,10765645,10720933,8,8,10846688,15649348,14885448,1,15259027,8510908,0.01,0.01
98828,Crafted Malevolent Gladiator's Silk Robe,476,Armor,Cloth,0,244440,13934282,13934219,9,9,13934575,16874029,17121329,1,16340612,6600970,0.02,0.02
98829,Crafted Malevolent Gladiator's Silk Amice,476,Armor,Cloth,0,176321,38352922,37907169,10,10,33832475,17993078,19060485,1,18044760,9796702,0.03,0.03
98865,Crafted Malevolent Gladiator's Mooncloth Gloves,476,Armor,Cloth,0,115402,13633695,12369995,10,10,18805446,23340700,24776668,1,19014921,6296137,0.01,0.01
98866,Crafted Malevolent Gladiator's Mooncloth Helm,476,Armor,Cloth,0,172449,5434689,5303919,6,6,6026775,21222183,26716869,2,18082173,8122942,0.02,0.02
98867,Crafted Malevolent Gladiator's Mooncloth Leggings,476,Armor,Cloth,0,231249,33854616,33854560,8,8,20573417,24010811,22728941,2,17906504,3905855,0.01,0.01
98868,Crafted Malevolent Gladiator's Mooncloth Robe,476,Armor,Cloth,0,232981,12153588,12153537,8,8,12153868,16123662,14323568,2,13845914,5362646,0.01,0.01
98869,Crafted Malevolent Gladiator's Mooncloth Mantle,476,Armor,Cloth,0,173745,19998987,19998927,12,12,19999422,20299141,18548221,2,18682137,6619417,0.02,0.02
98870,Crafted Malevolent Gladiator's Satin Gloves,476,Armor,Cloth,0,125125,38571571,38571512,9,9,26532598,18810552,19071313,1,24956414,5088248,0.02,0.02
98871,Crafted Malevolent Gladiator's Satin Hood,476,Armor,Cloth,0,169146,5711722,5693207,6,6,3847627,16072034,13126545,1,14091047,6052864,0.02,0.02
98872,Crafted Malevolent Gladiator's Satin Leggings,476,Armor,Cloth,0,226812,16142422,16092264,7,7,11236791,15809051,16023914,1,15132608,5793194,0.01,0.01
98873,Crafted Malevolent Gladiator's Satin Robe,476,Armor,Cloth,0,228568,15860562,15839990,12,12,11647458,23996504,20924377,2,18308497,3551989,0.01,0.01
98874,Crafted Malevolent Gladiator's Satin Mantle,476,Armor,Cloth,0,170442,7185633,4887471,6,6,8359645,19277943,18624259,2,19602618,5911444,0.01,0.01
98913,Crafted Malevolent Gladiator's Cloak of Alacrity,476,Armor,Cloth,0,176321,37269244,37138943,10,10,25104857,22530644,18030518,1,20077494,5077248,0.02,0.02
98914,Crafted Malevolent Gladiator's Cloak of Prowess,476,Armor,Cloth,0,176960,18495004,18494944,9,9,18495303,15776811,16276622,1,14905956,5625994,0.01,0.01
98921,Crafted Malevolent Gladiator's Felweave Handguards,476,Armor,Cloth,0,124219,21367476,21367447,8,8,17680136,17635234,16518359,2,17082574,8075410,0.02,0.02
98922,Crafted Malevolent Gladiator's Felweave Cowl,476,Armor,Cloth,0,184259,9999853,9999822,9,9,21356182,14591579,16122048,1,14303224,7599776,0.02,0.02
98923,Crafted Malevolent Gladiator's Felweave Trousers,476,Armor,Cloth,0,248758,15905052,15855577,7,7,11067463,16403147,17251332,2,15043113,9539478,0.01,0.01
98924,Crafted Malevolent Gladiator's Felweave Raiment,476,Armor,Cloth,0,247880,36497585,35031449,10,10,33577415,15167549,16078840,2,15462638,6034919,0.03,0.03
98925,Crafted Malevolent Gladiator's Felweave Amice,476,Armor,Cloth,0,183602,12890755,12640733,8,8,13233434,19095685,19419822,1,16588671,7295923,0.04,0.04
106284,Scraggly Cloth Shoulderpads,245,Armor,Cloth,0,30671,0,0,0,0,1000000,617378,2542007,1,240769,0,0,0
106287,Scraggly Cloth Belt,245,Armor,Cloth,0,21219,0,0,0,0,26824086,8971344,24952838,1,7738228,0,0,0
106290,Scraggly Cloth Bracers,245,Armor,Cloth,0,21528,0,0,0,0,1650000,9204758,6275618,1,3755984,0,0,0
106296,Scraggly Cloth Pants,245,Armor,Cloth,0,41127,0,0,0,0,9814893,4037667,7088850,1,5503597,144708,0.2,0.2
106304,Scraggly Cloth Gloves,245,Armor,Cloth,0,20756,0,0,0,0,5934332,3261713,3549568,1,4740216,0,0,0
106306,Scraggly Hat,245,Armor,Cloth,0,31930,0,0,0,0,36063147,23287303,21129108,1,31547092,10793149,0.25,0.25
106312,Scraggly Cloth Vest,245,Armor,Cloth,0,40819,0,0,0,0,112056953,86187449,86973797,1,81161090,492500,0.14,0.14
106314,Scraggly Cloth Boots,245,Armor,Cloth,0,32163,71484,0,0,0,167087,3072162,8000000,1,2390704,4580694,1,1
106327,Gronncloth Belt,294,Armor,Cloth,0,25266,0,0,0,0,0,6598047,7486660,1,5248946,0,0,0
106331,Gronncloth Bracers,294,Armor,Cloth,0,25084,0,0,0,0,0,2594688,4636629,1,10545454,0,0,0
106334,Gronncloth Loinwrap,294,Armor,Cloth,0,49518,0,0,0,0,12095112,17187546,4741647,2,14338967,45050,0,0
106339,Gronncloth Shoulderpads,294,Armor,Cloth,0,36251,83874,0,0,0,83874,345453,1350000,1,1337940,0,0,0
106341,Gronncloth Gloves,294,Armor,Cloth,0,24992,0,0,0,0,22741871,1808410,100000,1,1653359,0,0,0
106347,Gronncloth Suncover,294,Armor,Cloth,0,36655,560000,560000,1,1,559996,16982962,8112613,1,8045045,14317718,0.07,0.07
106351,Gronncloth Vest,294,Armor,Cloth,0,48244,0,0,0,0,5600000,1422503,429281,3,4104651,0,0,0
106355,Gronncloth Boots,294,Armor,Cloth,0,37479,0,0,0,0,0,2537206,5710481,1,2875114,0,0,0
106407,Lunarglow Cord,483,Armor,Cloth,0,100695,55079230,54926384,3,3,37731531,71966907,94121186,1,70664707,2146682,0.01,0.01
106408,Lunarglow Cowl,483,Armor,Cloth,0,157120,19287792,20437460,2,2,27186844,61666790,68705152,1,57170196,1975044,0.01,0.01
106409,Lunarglow Handwraps,483,Armor,Cloth,0,99536,53745730,0,0,0,55589006,39655997,40162931,1,45802708,3267346,0.02,0.02
106410,Lunarglow Leggings,483,Armor,Cloth,0,201751,15421727,15439151,1,1,9485071,17027555,15465372,1,20688247,1781438,0.02,0.02
106411,Lunarglow Robe,483,Armor,Cloth,0,199445,35605591,31999998,3,3,50355706,44792964,48819478,1,38940664,5276481,0.02,0.02
106412,Lunarglow Sandals,483,Armor,Cloth,0,143203,83312429,101391720,2,2,45278374,28800116,30887097,1,27347597,2845678,0.03,0.03
106413,Lunarglow Shoulderpads,483,Armor,Cloth,0,155994,9361874,4999900,2,2,12412232,35746111,38904146,1,33919494,3795482,0.02,0.02
106414,Lunarglow Wristwraps,483,Armor,Cloth,0,96954,17135332,10999999,3,3,14359756,31450550,41070667,1,38052021,2165149,0.02,0.02
106440,Anchorite Cord,494,Armor,Cloth,0,102935,1990000,0,0,0,17289178,18758813,19686420,1,23535448,2918078,0.02,0.02
106441,Anchorite Cowl,494,Armor,Cloth,0,160615,5476291,0,0,0,5655925,19953239,20019168,1,17296653,2496070,0.03,0.03
106442,Anchorite Handwraps,494,Armor,Cloth,0,101750,5367252,0,0,0,2246326,28643830,40375711,1,16827981,3719547,0.03,0.03
106443,Anchorite Leggings,494,Armor,Cloth,0,206239,12956118,15872218,1,1,10616474,17177166,13921643,1,15969800,2899251,0.02,0.02
106444,Anchorite Robe,494,Armor,Cloth,0,203881,21765764,22436803,1,1,29952753,46517581,45851958,1,37437844,6693399,0.03,0.03
106445,Anchorite Sandals,494,Armor,Cloth,0,146389,27080708,14999900,6,6,35775846,27006991,27845370,1,23509428,3794644,0.02,0.02
106446,Anchorite Shoulderpads,494,Armor,Cloth,0,159464,23050254,22516497,2,2,46536602,16064375,20192538,1,20716654,4724582,0.02,0.02
106447,Anchorite Wristwraps,494,Armor,Cloth,0,99110,7111552,9999900,3,3,5795718,30872955,42975434,1,27043297,3568454,0.03,0.03
106473,Iyun Cord,505,Armor,Cloth,0,105175,16333421,20295298,1,1,10662727,23946587,27916483,1,20924397,2402049,0.02,0.02
106474,Iyun Cowl,505,Armor,Cloth,0,164110,8590865,4792061,3,3,4266969,24630548,34352625,1,24380438,2434591,0.02,0.02
106475,Iyun Handwraps,505,Armor,Cloth,0,103964,13274303,700000,3,3,12550600,29495493,27284055,1,26831213,4522708,0.02,0.02
106476,Iyun Leggings,505,Armor,Cloth,0,210726,5555149,5696661,5,5,11809332,14245250,13292458,1,13603753,1557594,0.01,0.01
106477,Iyun Robe,505,Armor,Cloth,0,208317,23674639,19561308,2,2,35194124,44402875,48152251,1,49556275,8583033,0.02,0.02
106478,Iyun Sandals,505,Armor,Cloth,0,149574,5887255,5699997,4,4,6194367,19786923,28776854,1,22505637,2113457,0.01,0.01
106479,Iyun Shoulderpads,505,Armor,Cloth,0,162934,3726523,300000,5,5,6454510,13039704,15971915,1,20335627,2426637,0.01,0.01
106480,Iyun Wristwraps,505,Armor,Cloth,0,101267,9673796,9268591,4,4,8866709,19439911,17408990,1,19882501,3282719,0.03,0.03
106506,Mandragoran Cord,516,Armor,Cloth,0,107415,3981609,3871834,7,7,3850437,16893275,16924413,1,19416832,3401267,0.02,0.02
106507,Mandragoran Cowl,516,Armor,Cloth,0,167604,7901632,4999997,4,4,5499539,14412819,13599420,1,16856617,4233539,0.02,0.02
106508,Mandragoran Handwraps,516,Armor,Cloth,0,106177,8271189,8130188,5,5,24433978,19589701,20598898,1,24404564,3620461,0.02,0.02
106509,Mandragoran Leggings,516,Armor,Cloth,0,215214,3787216,3695856,11,11,2605070,12508798,13382698,1,11406003,1548079,0.01,0.01
106510,Mandragoran Robe,516,Armor,Cloth,0,212753,17329056,27126812,2,2,11700794,25987908,23381608,1,27115400,6044951,0.02,0.02
106511,Mandragoran Sandals,516,Armor,Cloth,0,152759,8913969,9480209,4,4,5129521,9934862,10732481,1,9296270,3507585,0.02,0.02
106512,Mandragoran Shoulderpads,516,Armor,Cloth,0,166403,19921753,24131168,2,2,6024401,15495427,17879623,1,11988550,2233296,0.02,0.02
106513,Mandragoran Wristwraps,516,Armor,Cloth,0,103424,6858419,3540962,6,6,3370187,16282428,14523960,1,14134592,2831740,0.03,0.03
106539,Orunai Cord,527,Armor,Cloth,0,109654,43360966,42740887,7,7,47785196,46523381,48245285,1,54404038,4285667,0.01,0.01
106540,Orunai Cowl,527,Armor,Cloth,0,171099,31170646,34667775,1,1,30954466,98457006,101527925,1,65096435,5186373,0.01,0.01
106541,Orunai Handwraps,527,Armor,Cloth,0,108391,15141363,14869861,6,6,18259163,29108994,32727680,1,20251297,4481054,0.02,0.02
106542,Orunai Leggings,527,Armor,Cloth,0,219701,2511180,2339999,6,6,4171739,31780189,36477724,1,32723292,1385218,0.01,0.01
106543,Orunai Robe,527,Armor,Cloth,0,217190,38969794,37803427,3,3,23082780,31337832,23792423,1,26329565,6496657,0.03,0.03
106544,Orunai Sandals,527,Armor,Cloth,0,155944,3349706,2771295,5,5,6436331,21032032,23870933,1,18482072,5849258,0.01,0.01
106545,Orunai Shoulderpads,527,Armor,Cloth,0,169873,20641992,19402474,4,4,19621220,24130168,28699270,1,26569558,3494672,0.01,0.01
106546,Orunai Wristwraps,527,Armor,Cloth,0,105580,23778222,23410472,2,2,11582434,15109645,21990632,1,16761257,3286616,0.02,0.02
106572,Gordunni Cord,538,Armor,Cloth,0,111894,20876716,16159900,4,4,13328948,16110108,25946498,1,16245178,3189735,0.02,0.02
106573,Gordunni Cowl,538,Armor,Cloth,0,174594,20482132,20278109,5,5,15638740,63457867,57458084,1,68599229,6470275,0.01,0.01
106574,Gordunni Handwraps,538,Armor,Cloth,0,110605,45304521,45328854,6,6,25006140,23457158,18669744,1,27543256,3392206,0.02,0.02
106575,Gordunni Leggings,538,Armor,Cloth,0,224188,2774077,1523543,5,5,3809773,21065017,21555458,1,22046462,2237735,0.01,0.01
106576,Gordunni Robe,538,Armor,Cloth,0,221625,11056296,13253671,1,1,7761744,32564240,32861059,1,21351724,7393000,0.04,0.04
106577,Gordunni Sandals,538,Armor,Cloth,0,159129,76812994,195804930,1,1,10298591,19988926,16645334,1,15098435,1189498,0.02,0.02
106578,Gordunni Shoulderpads,538,Armor,Cloth,0,173343,9735825,9294202,4,4,9661820,27815825,29864958,1,22539782,2209425,0.02,0.02
